Id,DropRewardId,PickOrder,~GroupKey,~boxname,~itemname,~grade,Goods,Weight,~WorthRate,~averageWorth
10093,111300,1,,,보석 세팅편,Epic,Item:7004:1,250,63,
10094,111300,1,,,검신 주형,Epic,Item:7312:1,250,66,
10095,111300,1,,,장식 구슬,Epic,Item:7010:1,250,61,
10096,111300,1,,,파도 수정,Epic,Item:7222:1,250,69,
10097,111300,1,,,상품 카탈로그 시즌3,Epic,Item:8009:1,250,63,
10098,111301,0,,챕1 - 박스 퀘스트 보상,고대의 부품,None,Item:301003:1,1000,1,
10099,111302,0,,챕1 - 박스 퀘스트 보상,메모리칩,None,Item:301011:1,1000,1,
10100,111400,0,,챕1 - 봉인된 무기함,강철 약실,Rare,Item:7331:1,500,24,35
10101,111400,0,,,강화 금속괴,Rare,Item:7311:1,500,24,
10102,111400,0,,,회로 모듈,Rare,Item:7018:1,500,23,
10103,111400,0,,,화약 가루,Normal,Item:3010:1,1500,19,
10104,111400,0,,,잡동사니 더미,Normal,Item:7000:1,1500,17,
10105,111400,0,,,표준형 검,Rare,Equipment:1003:1,500,36,
10106,111400,0,,,군용 펌프샷건,Rare,Equipment:1203:1,500,40,
10107,111400,0,,,에테르 패드,Rare,Equipment:1103:1,500,39,
10108,111400,0,,,열단도,Elite,Equipment:1008:1,278,85,
10109,111400,0,,,습윤검,Elite,Equipment:1011:1,278,81,
10110,111400,0,,,풍아검,Elite,Equipment:1014:1,278,87,
10111,111400,0,,,인페르노 터치,Elite,Equipment:1108:1,278,84,
10112,111400,0,,,아쿠아 스크립트,Elite,Equipment:1111:1,278,82,
10113,111400,0,,,게일 패널,Elite,Equipment:1114:1,278,85,
10114,111400,0,,,인페르노 브레이커,Elite,Equipment:1208:1,278,86,
10115,111400,0,,,아쿠아 런처,Elite,Equipment:1211:1,277,79,
10116,111400,0,,,게일 슈터,Elite,Equipment:1214:1,277,88,
10117,111400,1,,,표준형 검 제작 도면,Rare,Item:201003:1,273,5,
10118,111400,1,,,군용 펌프샷건 제작 도면,Rare,Item:201203:1,273,7,
10119,111400,1,,,에테르 패드 제작 도면,Rare,Item:201103:1,273,6,
10120,111400,1,,,경합금도 제작 도면,Elite,Item:201005:1,139,14,
10121,111400,1,,,열단도 제작 도면,Elite,Item:201008:1,139,12,
10122,111400,1,,,습윤검 제작 도면,Elite,Item:201011:1,139,12,
10123,111400,1,,,풍아검 제작 도면,Elite,Item:201014:1,139,12,
10124,111400,1,,,인페르노 브레이커 제작 도면,Elite,Item:201208:1,139,12,
10125,111400,1,,,아쿠아 런처 제작 도면,Elite,Item:201211:1,139,11,
10126,111400,1,,,게일 슈터 제작 도면,Elite,Item:201214:1,139,13,
10127,111400,1,,,인페르노 터치 제작 도면,Elite,Item:201108:1,139,11,
10128,111400,1,,,아쿠아 스크립트 제작 도면,Elite,Item:201111:1,139,12,
10129,111400,1,,,게일 패널 제작 도면,Elite,Item:201114:1,139,12,
10130,111400,1,,,폭압 코어,Epic,Item:7332:1,334,90,
10131,111400,1,,,이차원 연산핵,Epic,Item:7322:1,333,93,
10132,111400,1,,,불씨 조각,Rare,Item:7211:1,273,11,
10133,111400,1,,,이슬 조각,Rare,Item:7221:1,273,11,
10134,111400,1,,,산들바람 깃털,Rare,Item:7231:1,273,11,
10135,111400,1,,,티타늄 합금,Epic,Item:7241:1,333,96,
10136,111400,1,,,금고 열쇠,Rare,Item:9012:1,273,8,
10137,111400,1,,,강화 화염병,Elite,Item:2004:1,139,5,
10138,111400,1,,,강화 독 수류탄,Elite,Item:2030:1,139,5,
10139,111400,1,,,강화 액체 질소 텀블러,Elite,Item:2034:1,139,5,
10140,111400,1,,,강화 고압 폭풍탄,Elite,Item:2035:1,138,5,
10141,111401,0,,챕1 - 박스 퀘스트 보상,고대의 부품,None,Item:301003:1,1000,1,
10142,111402,0,,챕1 - 박스 퀘스트 보상,메모리칩,None,Item:301011:1,1000,1,
10143,111500,0,,챕1 - 봉인된 장신구함,금속 고리,Rare,Item:7003:1,167,6,26
10144,111500,0,,,보석 파편,Rare,Item:7001:1,167,7,
10145,111500,0,,,금속 띠편,Rare,Item:7012:1,167,7,
10146,111500,0,,,실끈 조각,Rare,Item:7006:1,167,7,
10147,111500,0,,,은제 침편,Rare,Item:7009:1,167,7,
10148,111500,0,,,적혈의 반지,Rare,Equipment:20012:1,167,11,
10149,111500,0,,,적혈의 반지,Elite,Equipment:20013:1,93,25,
10150,111500,0,,,적혈의 반지,Epic,Equipment:20014:1,72,82,
10151,111500,0,,,예지의 반지,Rare,Equipment:20022:1,167,11,
10152,111500,0,,,예지의 반지,Elite,Equipment:20023:1,93,26,
10153,111500,0,,,예지의 반지,Epic,Equipment:20024:1,72,83,
10154,111500,0,,,참극의 반지,Rare,Equipment:20032:1,167,12,
10155,111500,0,,,참극의 반지,Elite,Equipment:20033:1,93,27,
10156,111500,0,,,참극의 반지,Epic,Equipment:20034:1,72,86,
10157,111500,0,,,철극의 반지,Elite,Equipment:20041:1,93,29,
10158,111500,0,,,철극의 반지,Epic,Equipment:20042:1,72,90,
10159,111500,0,,,정적의 반지,Rare,Equipment:20051:1,167,12,
10160,111500,0,,,정적의 반지,Elite,Equipment:20052:1,93,26,
10161,111500,0,,,격동의 반지,Rare,Equipment:20061:1,167,13,
10162,111500,0,,,격동의 반지,Elite,Equipment:20062:1,93,28,
10163,111500,0,,,수호의 목걸이,Rare,Equipment:21012:1,167,12,
10164,111500,0,,,수호의 목걸이,Elite,Equipment:21013:1,93,27,
10165,111500,0,,,수호의 목걸이,Epic,Equipment:21014:1,72,84,
10166,111500,0,,,활력의 목걸이,Rare,Equipment:21022:1,167,12,
10167,111500,0,,,활력의 목걸이,Elite,Equipment:21023:1,93,26,
10168,111500,0,,,활력의 목걸이,Epic,Equipment:21024:1,72,82,
10169,111500,0,,,재생의 목걸이,Elite,Equipment:21031:1,93,30,
10170,111500,0,,,풍요의 목걸이,Elite,Equipment:21041:1,93,30,
10171,111500,0,,,풍요의 목걸이,Epic,Equipment:21042:1,71,97,
10172,111500,0,,,질주의 귀걸이,Rare,Equipment:22012:1,166,12,
10173,111500,0,,,질주의 귀걸이,Elite,Equipment:22013:1,93,28,
10174,111500,0,,,질주의 귀걸이,Epic,Equipment:22014:1,71,87,
10175,111500,0,,,시간왜곡의 팔찌,Elite,Equipment:23011:1,93,29,
10176,111500,0,,,시간왜곡의 팔찌,Epic,Equipment:23012:1,71,91,
10177,111500,0,,,사냥꾼의 서약,Elite,Equipment:23062:1,93,25,
10178,111500,0,,,성화의 잔재,Elite,Equipment:23072:1,93,26,
10179,111500,0,,,이계의 흔적,Elite,Equipment:23082:1,93,27,
10180,111500,0,,,복수의 송곳니,Elite,Equipment:23092:1,93,25,
10181,111500,0,,,개척자의 씨앗,Elite,Equipment:23102:1,92,26,
10182,111500,0,,,철의 망치,Elite,Equipment:23112:1,92,24,
10183,111500,0,,,환상의 눈,Elite,Equipment:23122:1,92,27,
10184,111500,0,,,홍련 노리개,Elite,Equipment:25012:1,92,25,
10185,111500,0,,,창해 노리개,Elite,Equipment:25022:1,92,25,
10186,111500,0,,,벽풍 노리개,Elite,Equipment:25032:1,92,25,
10187,111500,0,,,잔향 노리개,Elite,Equipment:25042:1,92,25,
10188,111500,0,,,단혈 노리개,Elite,Equipment:25052:1,92,25,
10189,111500,0,,,비취 노리개,Elite,Equipment:25072:1,92,27,
10190,111500,0,,,인내의 브로치,Rare,Equipment:24052:1,166,11,
10191,111500,0,,,인내의 브로치,Elite,Equipment:24053:1,92,26,
10192,111500,0,,,인내의 브로치,Epic,Equipment:24054:1,71,80,
10193,111500,0,,,세인트 워치,Rare,Equipment:26011:1,166,12,
10194,111500,0,,,세라프 워치,Epic,Equipment:26022:1,71,83,
10195,111500,0,,,발로르 워치,Rare,Equipment:26031:1,166,13,
10196,111500,0,,,리전 워치,Epic,Equipment:26042:1,71,87,
10197,111500,0,,,퀵스텝 워치,Rare,Equipment:26051:1,166,12,
10198,111500,0,,,제피르 워치,Epic,Equipment:26062:1,71,86,
10199,111500,0,,,플러리 워치,Elite,Equipment:26071:1,92,27,
10200,111500,0,,,실드 워치,Rare,Equipment:26081:1,166,12,
10201,111500,0,,,배리어 워치,Epic,Equipment:26082:1,71,84,
10202,111500,1,,,적혈의 반지 (Rare) 제작 도면,Rare,Item:220012:1,215,4,
10203,111500,1,,,참극의 반지 (Rare) 제작 도면,Rare,Item:220032:1,215,5,
10204,111500,1,,,정적의 반지 (Rare) 제작 도면,Rare,Item:220051:1,215,5,
10205,111500,1,,,격동의 반지 (Rare) 제작 도면,Rare,Item:220061:1,215,5,
10206,111500,1,,,수호의 목걸이 (Rare) 제작 도면,Rare,Item:221012:1,214,5,
10207,111500,1,,,활력의 목걸이 (Rare) 제작 도면,Rare,Item:221022:1,214,4,
10208,111500,1,,,인내의 브로치 (Rare) 제작 도면,Rare,Item:224052:1,214,4,
10209,111500,1,,,질주의 귀걸이 (Rare) 제작 도면,Rare,Item:222012:1,214,5,
10210,111500,1,,,홍련 노리개 (Normal) 제작 도면,Normal,Item:225011:1,300,1,
10211,111500,1,,,창해 노리개 (Normal) 제작 도면,Normal,Item:225021:1,300,1,
10212,111500,1,,,벽풍 노리개 (Normal) 제작 도면,Normal,Item:225031:1,300,1,
10213,111500,1,,,세인트 워치 (Rare) 제작 도면,Rare,Item:226011:1,214,5,
10214,111500,1,,,발로르 워치 (Rare) 제작 도면,Rare,Item:226031:1,214,5,
10215,111500,1,,,퀵스텝 워치 (Rare) 제작 도면,Rare,Item:226051:1,214,5,
10216,111500,1,,,보석 세팅편,Epic,Item:7004:1,334,84,
10217,111500,1,,,장식 구슬,Epic,Item:7010:1,333,81,
10218,111500,1,,,매듭끈,Rare,Item:7021:1,214,8,
10219,111500,1,,,가죽 키링,Rare,Item:8036:1,214,20,
10220,111500,1,,,참극의 반지 (Elite) 제작 도면,Elite,Item:220033:1,167,15,
10221,111500,1,,,철의 망치 (Normal) 제작 도면,Normal,Item:223111:1,300,1,
10222,111500,1,,,잔향 노리개 (Normal) 제작 도면,Normal,Item:225041:1,300,1,
10223,111500,1,,,잔향 노리개 (Elite) 제작 도면,Elite,Item:225042:1,167,14,
10224,111500,1,,,플러리 워치 (Elite) 제작 도면,Elite,Item:226071:1,167,15,
10225,111500,1,,,환상의 눈 (Normal) 제작 도면,Normal,Item:223121:1,300,1,
10226,111500,1,,,환상의 눈 (Elite) 제작 도면,Elite,Item:223122:1,167,16,
10227,111500,1,,,단혈 노리개 (Normal) 제작 도면,Normal,Item:225051:1,300,1,
10228,111500,1,,,단혈 노리개 (Elite) 제작 도면,Elite,Item:225052:1,167,14,
10229,111500,1,,,격동의 반지 (Elite) 제작 도면,Elite,Item:220062:1,167,16,
10230,111500,1,,,개척자의 씨앗 (Normal) 제작 도면,Normal,Item:223101:1,300,1,
10231,111500,1,,,비취 노리개 (Normal) 제작 도면,Normal,Item:225071:1,300,1,
10232,111500,1,,,비취 노리개 (Elite) 제작 도면,Elite,Item:225072:1,167,15,
10233,111500,1,,,예지의 반지 (Elite) 제작 도면,Elite,Item:220023:1,167,14,
10234,111500,1,,,개척자의 씨앗 (Elite) 제작 도면,Elite,Item:223102:1,167,15,
10235,111500,1,,,질주의 귀걸이 (Elite) 제작 도면,Elite,Item:222013:1,167,15,
10236,111500,1,,,정적의 반지 (Elite) 제작 도면,Elite,Item:220052:1,166,14,
10237,111500,1,,,사냥꾼의 서약 (Elite) 제작 도면,Elite,Item:223062:1,166,13,
10238,111500,1,,,활력의 목걸이 (Elite) 제작 도면,Elite,Item:221023:1,166,14,
10239,111500,1,,,복수의 송곳니 (Normal) 제작 도면,Normal,Item:223091:1,300,1,
10240,111500,1,,,복수의 송곳니 (Elite) 제작 도면,Elite,Item:223092:1,166,13,
10241,111500,1,,,예지의 반지 (Rare) 제작 도면,Rare,Item:220022:1,214,5,
10242,111500,1,,,창해 노리개 (Elite) 제작 도면,Elite,Item:225022:1,166,13,
10243,111500,1,,,펜던트 베이스,Epic,Item:7007:1,333,89,
10244,111501,0,,챕1 - 박스 퀘스트 보상,고대의 부품,None,Item:301003:1,1000,1,
10245,111502,0,,챕1 - 박스 퀘스트 보상,메모리칩,None,Item:301011:1,1000,1,
10246,111600,0,,챕1 - 의식용 상자,금단의 성서편,Elite,Item:7030:1,834,160,120
10247,111600,0,,,봉인의 인장,Elite,Item:7031:1,833,157,
10248,111600,0,,,신성의 파편,Elite,Item:7028:1,833,154,
10249,111600,0,,,보석 파편,Rare,Item:7001:1,600,26,
10250,111600,0,,,응축 잔류물,Rare,Item:7024:1,600,28,
10251,111600,0,,,심연 침전물,Rare,Item:7025:1,600,29,
10252,111600,0,,,문양된 금속판,Rare,Item:7015:1,600,26,
10253,111600,0,,,상품 카탈로그 시즌1,Rare,Item:8007:1,600,24,
10254,111600,0,,,허무의 결정,Epic,Item:7027:1,250,72,
10255,111600,0,,,위상 잔재,Epic,Item:7026:1,250,70,
10256,111600,0,,,상품 카탈로그 시즌3,Epic,Item:8009:1,250,63,
10257,111600,0,,,광고 전단지,Epic,Item:8020:1,250,55,
10258,111600,1,,,발열도 제작 도면,Epic,Item:201009:1,77,27,
10259,111600,1,,,촉수검 제작 도면,Epic,Item:201012:1,77,28,
10260,111600,1,,,선풍검 제작 도면,Epic,Item:201015:1,77,27,
10261,111600,1,,,플레어 오브 리추얼 제작 도면,Epic,Item:201109:1,77,25,
10262,111600,1,,,블레이즈 소버린 제작 도면,Epic,Item:201209:1,77,27,
10263,111600,1,,,타이드 크러셔 제작 도면,Epic,Item:201212:1,77,27,
10264,111600,1,,,적혈의 반지 (Epic) 제작 도면,Epic,Item:220014:1,77,26,
10265,111600,1,,,참극의 반지 (Epic) 제작 도면,Epic,Item:220034:1,77,28,
10266,111600,1,,,철극의 반지 (Epic) 제작 도면,Epic,Item:220042:1,77,30,
10267,111600,1,,,풍요의 목걸이 (Epic) 제작 도면,Epic,Item:221042:1,77,31,
10268,111600,1,,,시간왜곡의 팔찌 (Epic) 제작 도면,Epic,Item:223012:1,76,29,
10269,111600,1,,,세라프 워치 (Epic) 제작 도면,Epic,Item:226022:1,76,28,
10270,111600,1,,,세라프 워치,Epic,Equipment:26022:1,76,88,
10271,111600,1,,,리전 워치,Epic,Equipment:26042:1,76,93,
10272,111600,1,,,제피르 워치,Epic,Equipment:26062:1,76,92,
10273,111600,1,,,에테르 용액,Epic,Item:7002:1,2500,600,
10274,111600,1,,,생명의 싹,Elite,Item:7033:1,2500,442,
10275,111600,1,,,유리 장식편,Epic,Item:7013:1,2500,593,
10276,111600,1,,,은제 침편,Rare,Item:7009:1,3000,135,
10277,111600,1,,,장식 구슬,Epic,Item:7010:1,2500,612,
10278,111601,0,,챕1 - 박스 퀘스트 보상,고대의 부품,None,Item:301003:1,1000,1,
10279,111602,0,,챕1 - 박스 퀘스트 보상,메모리칩,None,Item:301011:1,1000,1,
10280,111700,0,,챕1 - 캐비닛,이계의 주화,Rare,Item:10001:1,750,0,49
10281,111700,0,,,상품 카탈로그 시즌1,Rare,Item:8007:1,750,30,
10282,111700,0,,,안티키테라 보고서 vol.1,Rare,Item:8011:1,750,34,
10283,111700,0,,,스테이플러 세트,Normal,Item:8026:1,3000,129,
10284,111700,0,,,메탈 볼펜,Rare,Item:8034:1,750,71,
10285,111700,0,,,LD-10,Rare,Item:8014:1,1500,72,
10286,111700,1,,,경합금도 제작 도면,Elite,Item:201005:1,228,23,
10287,111700,1,,,인내의 브로치 (Elite) 제작 도면,Elite,Item:224053:1,228,18,
10288,111700,1,,,철극의 반지 (Elite) 제작 도면,Elite,Item:220041:1,228,22,
10289,111700,1,,,재생의 목걸이 (Elite) 제작 도면,Elite,Item:221031:1,227,23,
10290,111700,1,,,풍요의 목걸이 (Elite) 제작 도면,Elite,Item:221041:1,227,23,
10291,111700,1,,,시간왜곡의 팔찌 (Elite) 제작 도면,Elite,Item:223011:1,227,22,
10292,111700,1,,,안티키테라 보고서 vol.2,Elite,Item:8012:1,227,41,
10293,111700,1,,,LD-20,Elite,Item:8015:1,227,43,
10294,111700,1,,,파우치,Rare,Item:8000:1,1500,58,
10295,111700,1,,,백팩,Elite,Item:8001:1,227,37,
10296,111700,1,,,천 주머니,Elite,Item:8003:1,227,35,
10297,111700,1,,,메신저백,Elite,Item:8005:1,227,39,
10298,111700,1,,,은제 침편,Rare,Item:7009:1,1500,67,
10299,111700,1,,,장식 구슬,Epic,Item:7010:1,500,122,
10300,111700,1,,,파도 수정,Epic,Item:7222:1,500,139,
10301,111700,1,,,상품 카탈로그 시즌3,Epic,Item:8009:1,500,126,
10302,111701,0,,챕1 - 박스 퀘스트 보상,고대의 부품,None,Item:301003:1,1000,1,
10303,111702,0,,챕1 - 박스 퀘스트 보상,메모리칩,None,Item:301011:1,1000,1,
10304,111800,0,,챕1 - 전기 장비함,이계의 주화,Rare,Item:10001:1,1500,1,50
10305,111800,0,,,다 쓴 배터리,Normal,Item:3002:1,1000,4,
10306,111800,0,,,보조 충전 케이블,Normal,Item:8031:1,1000,43,
10307,111800,0,,,회로 모듈,Rare,Item:7018:1,1500,69,
10308,111800,0,,,보급형 전자계산기,Normal,Item:8029:1,1000,44,
10309,111800,0,,,보급형 이어폰,Normal,Item:8025:1,1000,41,
10310,111800,1,,,톱니 바퀴 조각,Elite,Item:7034:1,358,64,
10311,111800,1,,,왜곡된 수정구,Elite,Item:7035:1,357,69,
10312,111800,1,,,세공 라이터,Elite,Item:8043:1,357,67,
10313,111800,1,,,고급 손목시계,Elite,Item:8040:1,357,72,
10314,111800,1,,,발루샤 명함,Elite,Item:8019:1,357,58,
10315,111800,1,,,LD-20,Elite,Item:8015:1,357,68,
10316,111800,1,,,상품 카탈로그 시즌2,Elite,Item:8008:1,357,61,
10317,111801,0,,챕1 - 박스 퀘스트 보상,고대의 부품,None,Item:301003:1,1000,1,
10318,111802,0,,챕1 - 박스 퀘스트 보상,메모리칩,None,Item:301011:1,1000,1,
10319,111900,0,,챕1 - 자판기,이계의 주화,Rare,Item:10001:1,3000,3,7
10320,111900,0,,,회복 드링크,Normal,Item:2001:1,1000,3,
10321,111900,0,,,진정제 앰풀,Normal,Item:2002:1,1000,3,
10322,111900,0,,,빈 병,Normal,Item:3003:1,500,1,
10323,111900,0,,,플라스틱 머그컵,Normal,Item:8024:1,500,20,
10324,111900,1,,,회복 드링크,Normal,Item:2001:1,1000,3,
10325,111900,1,,,진정제 앰풀,Normal,Item:2002:1,1000,3,
10326,111900,1,,,빈 용기,Normal,Item:3004:1,1000,4,
10327,111900,1,,,대형 회복 드링크,Rare,Item:2013:1,429,4,
10328,111900,1,,,대형 진정제 앰플,Rare,Item:2015:1,429,4,
10329,111900,1,,,정체불명의 고기 패티,Rare,Item:4001:1,429,4,
10330,111900,1,,,3배 카페인 껌,Rare,Item:4002:1,429,4,
10331,111900,1,,,액체 질소 텀블러,Rare,Item:2032:1,428,4,
10332,111900,1,,,유리 물병 세트,Rare,Item:8035:1,428,38,
10333,111900,1,,,LD-10,Rare,Item:8014:1,428,20,
10334,111901,0,,챕1 - 박스 퀘스트 보상,고대의 부품,None,Item:301003:1,1000,1,
10335,111902,0,,챕1 - 박스 퀘스트 보상,메모리칩,None,Item:301011:1,1000,1,
10336,112000,0,,챕1 - 수상한 틈,이계의 회복 드링크,Elite,Item:2020:1,193,7,32
10337,112000,0,,,이계의 진정제 앰풀,Elite,Item:2021:1,193,7,
10338,112000,0,,,몽환(HP),Rare,Item:2036:1,1000,42,
10339,112000,0,,,몽환(스트레스),Rare,Item:2038:1,1000,41,
10340,112000,0,,,이계의 주화,Rare,Item:10001:1,1000,1,
10341,112000,0,,,회복 카트리지,Elite,Item:2014:1,193,7,
10342,112000,0,,,진정제 카트리지,Elite,Item:2016:1,193,7,
